Cod_Matricula;Descricao_Curso;Modalidade;Instituicao;Ultimo_Periodo_Letivo;Idade;Sexo;Situacao_Matricula;Forma_Ingresso;Semestre_Letivo_Inicial;Tempo;Cor;CR;Fez_Estágio
10191;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;18;M;Concluído;Ampla Concorrência;2022/1;2;PAR;;Sim
9956;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;29;F;Evadido;Ampla Concorrência;2022/1;1,5;PAR;;Não
9957;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;20;M;Evadido;Ampla Concorrência;2022/1;1;PAR;;Não
9958;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;29;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
10189;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2026/2;23;F;Concluído;Ampla Concorrência;2022/1;5;BRA;83,42;Não
10188;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2026/2;25;M;Concluído;Ampla Concorrência;2022/1;5;BRA;72,85;Não
10124;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;22;F;Evadido;Ampla Concorrência;2022/1;1;PAR;;Não
9959;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;35;M;Concluído;Ampla Concorrência;2022/1;2;PAR;;Não
9970;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2024/1;18;M;Evadido;Ampla Concorrência;2022/1;2,5;NEG;;Não
9960;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;17;M;Concluído;Ampla Concorrência;2022/1;2;BRA;;Sim
11868;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2025/2;20;M;Concluído;Ampla Concorrência;2023/1;3;BRA;;Não
9961;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;19;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
9962;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;45;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
9963;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;22;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
9964;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;24;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
10192;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;22;F;Evadido;Ampla Concorrência;2022/1;2;PAR;;Não
10125;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2024/2;19;M;Evadido;Ampla Concorrência;2022/1;3;PAR;;Não
10193;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;32;F;Concluído;Ampla Concorrência;2022/1;2;BRA;;Sim
9968;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;24;M;Evadido;Ampla Concorrência;2022/1;1,5;BRA;;Não
9969;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/1;17;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
11720;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;18;M;Evadido;Ação Afirmativa;2023/1;1;PAR;;Não
10126;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2024/2;17;M;Concluído;Ampla Concorrência;2022/1;3;PAR;;Não
16848;Drones e Impressoras 3D;FIC;Campus Cachoeiro de Itapemirim;2026/1;21;M;Evadido;Outros;2026/1;0,5;PAR;;Não
10128;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;20;F;Evadido;Ampla Concorrência;2022/1;2;BRA;;Não
10194;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;29;M;Concluído;Ampla Concorrência;2022/1;2;NAO;;Sim
10195;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;30;F;Evadido;Ampla Concorrência;2022/1;1,5;BRA;;Não
10019;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2025/1;16;F;Concluído;Ampla Concorrência;2022/1;3,5;BRA;;Não
9971;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2024/1;17;F;Concluído;Ampla Concorrência;2022/1;2,5;NEG;;Não
10197;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;46;M;Evadido;Ampla Concorrência;2022/1;1,5;BRA;;Não
10198;Técnico em Mineração;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;19;F;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
9434;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9972;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2023/2;20;M;Concluído;Ampla Concorrência;2022/1;2;BRA;;Não
9973;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;18;M;Evadido;Ampla Concorrência;2022/1;1;NEG;;Não
10129;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;19;F;Evadido;Ampla Concorrência;2022/1;1,5;BRA;;Não
10130;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2023/1;28;M;Evadido;Ampla Concorrência;2022/1;1,5;PAR;;Não
9654;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;40;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
16740;Rochas Ornamentais;Pós-Graduação;Campus Cachoeiro de Itapemirim;2026/2;29;F;Matriculado;Ampla Concorrência;2026/1;1;BRA;97;Não
10257;Práticas Pedagógicas para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;61;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
10131;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2024/1;27;M;Evadido;Ampla Concorrência;2022/1;2,5;PAR;;Não
10149;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ampla Concorrência;2022/1;5;BRA;70,1;Sim
10151;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2023/1;26;F;Evadido;Ação Afirmativa;2022/1;1,5;BRA;;Não
10152;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2022/2;19;M;Evadido;Ampla Concorrência;2022/1;1;PAR;;Não
10153;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2024/1;43;M;Evadido;Ampla Concorrência;2022/1;2,5;BRA;;Não
10154;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;F;Concluído;Ação Afirmativa;2022/1;5;BRA;80,83;Não
10281;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2022/1;0;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
10283;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/1;18;M;Evadido;Ampla Concorrência;2022/1;4,5;BRA;;Sim
10285;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2024/1;19;M;Evadido;Ampla Concorrência;2022/1;2,5;BRA;;Não
10286;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2022/1;18;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
10289;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2022/1;18;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
10293;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/1;19;M;Concluído;Ampla Concorrência;2022/1;4,5;BRA;;Sim
9974;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2024/2;18;M;Concluído;Ampla Concorrência;2022/1;3;PAR;;Não
10287;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;19;M;Matriculado;Ação Afirmativa;2022/1;5;PAR;60,22;Não
15747;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;21;M;Evadido;Ampla Concorrência;2024/2;0,5;PAR;;Não
10290;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ampla Concorrência;2022/1;5;PAR;79,19;Sim
10036;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ampla Concorrência;2022/1;5;PAR;67,91;Sim
10037;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2026/2;19;M;Matriculado;Ação Afirmativa;2022/1;5;BRA;70,5;Não
10038;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ação Afirmativa;2022/1;5;PAR;48,69;Não
10039;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/2;22;F;Evadido;Ação Afirmativa;2022/1;1;NEG;;Não
11807;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2025/1;23;F;Evadido;Ação Afirmativa;2023/1;2,5;NEG;;Não
10040;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/2;19;M;Evadido;Ação Afirmativa;2022/1;1;PAR;;Não
10041;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/1;19;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
14761;Tecnologias de Produção de Rochas Ornamentais;Pós-Graduação;Campus Cachoeiro de Itapemirim;2025/1;27;F;Matriculado;Ampla Concorrência;2024/1;1,5;PAR;90,81;Não
10156;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2022/1;19;F;Evadido;Ação Afirmativa;2022/1;0,5;PAR;;Não
10157;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;F;Matriculado;Ampla Concorrência;2022/1;5;PAR;70,11;Não
9693;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;40;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
10299;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/1;18;F;Concluído;Ampla Concorrência;2022/1;4,5;BRA;;Sim
15715;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;56;M;Concluído;Ampla Concorrência;2024/2;0,5;BRA;;Não
9675;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;34;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
15704;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;21;F;Concluído;Ampla Concorrência;2024/2;0,5;BRA;;Não
10294;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;19;F;Matriculado;Ampla Concorrência;2022/1;5;BRA;77,17;Não
10295;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2023/1;18;M;Evadido;Ampla Concorrência;2022/1;1,5;BRA;;Não
10296;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2024/2;19;F;Evadido;Ampla Concorrência;2022/1;3;NEG;;Não
10297;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ampla Concorrência;2022/1;5;BRA;65,14;Não
10298;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;18;M;Matriculado;Ampla Concorrência;2022/1;5;BRA;66,45;Não
10146;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2026/1;18;M;Concluído;Ação Afirmativa;2022/1;4,5;BRA;;Não
10020;Técnico em Eletromecânica;Integrado;Campus Cachoeiro de Itapemirim;2026/1;15;F;Concluído;Ação Afirmativa;2022/1;4,5;BRA;;Não
9975;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2024/2;24;M;Concluído;Ampla Concorrência;2022/1;3;BRA;;Não
9976;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;23;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
8642;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;M;Evadido;Ampla Concorrência;2022/1;0,5;NEG;;Não
8949;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;41;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9210;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8708;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;31;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9577;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
10132;Técnico em Informática;Concomitante;Campus Cachoeiro de Itapemirim;2022/2;22;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
9503;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;24;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
8965;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9857;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;23;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
13041;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;33;M;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
14983;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;34;M;Evadido;Ampla Concorrência;2024/1;0,5;NEG;;Não
8663;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;39;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
8805;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
10049;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2023/1;19;M;Evadido;Ampla Concorrência;2022/1;1,5;PAR;;Não
10355;Engenharia de Minas;Superior;Campus Cachoeiro de Itapemirim;2023/2;18;M;Evadido;Ampla Concorrência;2022/2;1,5;BRA;;Não
10051;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/2;18;M;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
10052;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2026/2;19;F;Matriculado;Ampla Concorrência;2022/1;5;NEG;55,89;Não
10161;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2025/2;23;F;Matriculado;Ampla Concorrência;2022/1;4;PAR;54,07;Não
10162;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2022/2;33;F;Evadido;Ampla Concorrência;2022/1;1;BRA;;Não
10163;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2026/2;19;F;Concluído;Ampla Concorrência;2022/1;5;PAR;;Não
10164;Licenciatura em Matemática;Superior;Campus Cachoeiro de Itapemirim;2022/1;18;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
10300;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/1;22;M;Evadido;Ampla Concorrência;2022/1;4,5;NEG;;Não
10053;Engenharia Mecânica;Superior;Campus Cachoeiro de Itapemirim;2022/2;20;M;Evadido;Ampla Concorrência;2022/1;1;PAR;;Não
10301;Sistemas de Informação;Superior;Campus Cachoeiro de Itapemirim;2026/2;20;M;Concluído;Ampla Concorrência;2022/1;5;BRA;85,12;Não
9530;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;35;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9527;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9285;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;42;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9828;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;47;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8800;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;35;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9714;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
8673;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;24;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9137;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;42;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9287;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;27;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
15742;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;20;M;Evadido;Ampla Concorrência;2024/2;0,5;BRA;;Não
9238;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9220;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;39;M;Concluído;Ampla Concorrência;2022/1;0,5;NEG;;Não
8946;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;25;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9896;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;53;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
8608;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;26;F;Evadido;Ampla Concorrência;2022/1;0,5;NEG;;Não
8922;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;46;F;Concluído;Ampla Concorrência;2022/1;0,5;NEG;;Não
8701;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9597;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;34;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9579;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;53;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9761;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;43;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8748;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;39;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9452;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;41;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8554;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;40;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9721;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;54;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9916;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8879;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8562;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;M;Evadido;Ampla Concorrência;2022/1;0,5;NEG;;Não
8567;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;45;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8572;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
8582;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;48;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8589;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;34;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8593;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8595;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
8613;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;31;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
8635;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;40;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9739;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;49;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9742;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;48;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8706;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
8661;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9090;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9757;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;45;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9111;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;43;F;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9136;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;28;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
8681;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;24;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9180;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;43;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9185;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9212;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;23;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9213;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8915;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;39;F;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9229;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;31;M;Evadido;Ampla Concorrência;2022/1;0,5;NEG;;Não
9230;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;F;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9231;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;F;Concluído;Ampla Concorrência;2022/1;0,5;NEG;;Não
9233;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;35;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9240;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;52;M;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
9241;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;36;M;Concluído;Ampla Concorrência;2022/1;0,5;NEG;;Não
9259;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;32;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
9271;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;34;M;Concluído;Ampla Concorrência;2022/1;0,5;BRA;;Não
9282;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;33;F;Concluído;Ampla Concorrência;2022/1;0,5;PAR;;Não
8882;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;46;M;Evadido;Ampla Concorrência;2022/1;0,5;BRA;;Não
9305;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;37;M;Concluído;Ampla Concorrência;2022/1;0,5;NEG;;Não
9315;Mentoria para a Educação Profissional e Tecnológica;Pós-Graduação;Campus Cachoeiro de Itapemirim;2022/1;29;M;Evadido;Ampla Concorrência;2022/1;0,5;PAR;;Não
